0,0,4.5115 
0,1,-0.3409 
0,2,1.832 
0,3,2.3793 
0,4,0.7095 
0,5,1.863 
0,6,1.2713 
0,7,1.0679 
0,8,0.7762 
0,9,2.4766 
1,0,3.6983 
1,1,1.0334 
1,2,1.7011 
1,3,3.8931 
1,4,2.0588 
1,5,0.9904 
1,6,1.6842 
1,7,2.5955 
1,8,2.6597 
1,9,3.2325 
2,0,3.7247 
2,1,2.482 
2,2,1.2294 
2,3,2.789 
2,4,0.7683 
2,5,0.857 
2,6,1.85 
2,7,0.6646 
2,8,2.3387 
2,9,2.186 
3,0,3.8439 
3,1,-1.6539 
3,2,2.2077 
3,3,1.1193 
3,4,2.8689 
3,5,0.6787 
3,6,2.2872 
3,7,1.4033 
3,8,0.0845 
3,9,1.5254 
4,0,5.2382 
4,1,0.9634 
4,2,0.5917 
4,3,2.0634 
4,4,1.8563 
4,5,2.4631 
4,6,2.4488 
4,7,2.0855 
4,8,1.7654 
4,9,0.9613 
5,0,3.7257 
5,1,1.2355 
5,2,2.353 
5,3,3.1579 
5,4,4.2355 
5,5,3.0803 
5,6,2.7299 
5,7,3.4901 
5,8,2.4179 
5,9,2.0443 
6,0,2.9715 
6,1,0.8206 
6,2,1.1484 
6,3,2.3927 
6,4,3.3501 
6,5,2.7666 
6,6,0.9674 
6,7,1.7369 
6,8,1.8943 
6,9,2.6898 
7,0,4.0716 
7,1,-0.4548 
7,2,2.0952 
7,3,1.5024 
7,4,1.9683 
7,5,3.0069 
7,6,1.8972 
7,7,2.6922 
7,8,2.1815 
7,9,3.5813 
8,0,4.0006 
8,1,-1.4748 
8,2,1.0927 
8,3,2.2451 
8,4,0.8621 
8,5,1.0956 
8,6,1.2718 
8,7,1.6736 
8,8,2.3189 
8,9,2.0936 
9,0,5.4261 
9,1,-0.9917 
9,2,0.8706 
9,3,2.2384 
9,4,0.3628 
9,5,1.6004 
9,6,3.0816 
9,7,0.6547 
9,8,0.7769 
9,9,2.0994 
10,0,4.0173 
10,1,-0.3224 
10,2,2.5371 
10,3,-0.0429 
10,4,1.6176 
10,5,2.4856 
10,6,2.2019 
10,7,3.4093 
10,8,1.9338 
10,9,0.8798 
11,0,3.7866 
11,1,1.6289 
11,2,3.2947 
11,3,1.8026 
11,4,2.0918 
11,5,2.6002 
11,6,1.867 
11,7,3.1577 
11,8,2.3747 
11,9,2.9906 
12,0,5.6742 
12,1,1.9586 
12,2,2.2398 
12,3,0.573 
12,4,1.6185 
12,5,1.08 
12,6,3.6928 
12,7,2.1391 
12,8,1.6926 
12,9,2.7539 
13,0,2.3413 
13,1,0.452 
13,2,1.8178 
13,3,2.7815 
13,4,2.969 
13,5,1.1772 
13,6,1.5403 
13,7,1.3392 
13,8,2.8202 
13,9,2.2241 
14,0,3.4618 
14,1,1.4706 
14,2,1.1405 
14,3,3.3002 
14,4,0.5866 
14,5,2.5253 
14,6,2.5409 
14,7,3.0744 
14,8,1.0247 
14,9,2.4828 
15,0,4.7957 
15,1,-0.3436 
15,2,0.8773 
15,3,2.8165 
15,4,4.0262 
