0,0,0.6992 
0,1,1.0202 
0,2,1.9034 
0,3,3.8076 
1,0,-0.4991 
1,1,0.9332 
1,2,2.7288 
1,3,1.3205 
2,0,0.5188 
2,1,-1.2828 
2,2,-0.2334 
2,3,2.1363 
3,0,-0.7445 
3,1,1.0271 
3,2,3.7097 
3,3,0.967 
4,0,0.1386 
4,1,0.7109 
4,2,1.1128 
4,3,3.2834 
5,0,-1.6235 
5,1,0.6654 
5,2,1.6716 
5,3,1.6814 
6,0,-0.4005 
6,1,0.6115 
6,2,2.799 
6,3,1.4717 
7,0,-0.6329 
7,1,-0.998 
7,2,0.9928 
7,3,1.0409 
8,0,0.6103 
8,1,1.2962 
8,2,2.1086 
8,3,1.0724 
9,0,0.5066 
9,1,1.5563 
9,2,3.8282 
9,3,3.6491 
10,0,-0.2149 
10,1,0.4165 
10,2,2.9777 
10,3,2.3989 
11,0,-1.3085 
11,1,-0.2079 
11,2,-0.1937 
11,3,2.316 
12,0,-0.0399 
12,1,1.0932 
12,2,1.6202 
12,3,1.8566 
13,0,1.7876 
13,1,-0.9047 
13,2,2.3872 
13,3,1.1686 
14,0,-0.5581 
14,1,1.0674 
14,2,1.8533 
14,3,4.1174 
15,0,0.5345 
15,1,0.7351 
15,2,0.9599 
15,3,3.3802 
16,0,0.1474 
16,1,-0.5517 
16,2,2.585 
16,3,1.3121 
17,0,0.2763 
17,1,-0.4805 
17,2,2.455 
17,3,1.2011 
18,0,-0.023 
18,1,-1.1994 
18,2,3.6325 
18,3,1.9672 
19,0,-0.4577 
19,1,0.0785 
19,2,1.5987 
19,3,1.3677 
20,0,0.2784 
20,1,0.822 
20,2,2.4716 
20,3,2.5021 
21,0,-1.5233 
21,1,0.1736 
21,2,1.7155 
21,3,3.4284 
22,0,-0.5786 
22,1,0.0919 
22,2,1.2711 
22,3,0.2904 
23,0,-0.2061 
23,1,1.0316 
23,2,1.4585 
23,3,3.3824 
24,0,0.6867 
24,1,0.1055 
24,2,1.5877 
24,3,2.0454 
25,0,-0.2279 
25,1,1.0769 
25,2,1.9558 
25,3,1.041 
26,0,-0.0708 
26,1,-2.0378 
26,2,3.6049 
26,3,1.2583 
27,0,-0.5876 
27,1,0.1899 
27,2,2.6708 
27,3,0.1127 
28,0,1.5166 
28,1,-0.4256 
28,2,2.0769 
28,3,1.5796 
29,0,1.0566 
29,1,0.7604 
29,2,1.5233 
29,3,2.2447 
30,0,0.9067 
30,1,1.4172 
30,2,2.149 
30,3,3.4219 
31,0,-0.2654 
31,1,1.4411 
31,2,1.0565 
31,3,3.1381 
32,0,-0.8174 
32,1,-0.5559 
32,2,2.3188 
32,3,3.1789 
33,0,1.7867 
33,1,-0.0784 
33,2,4.188 
33,3,1.3506 
34,0,-0.2992 
34,1,0.3139 
34,2,1.606 
34,3,2.4979 
35,0,-0.7739 
35,1,1.9276 
35,2,0.6532 
35,3,2.5637 
36,0,-0.0621 
36,1,-0.7759 
36,2,3.858 
36,3,1.9444 
37,0,0.0217 
37,1,0.3712 
37,2,3.0647 
37,3,1.2697 
38,0,-0.2262 
38,1,-0.0402 
38,2,0.3664 
38,3,1.5907 
39,0,-0.5335 
39,1,1.3858 
39,2,1.7698 
39,3,2.2795 
40,0,-0.0067 
40,1,1.6376 
40,2,3.4354 
40,3,-0.0676 
41,0,-2.1337 
41,1,2.8808 
41,2,1.5835 
41,3,1.9863 
42,0,-0.4615 
42,1,-0.6028 
42,2,2.1158 
42,3,2.386 
43,0,-1.7641 
43,1,-1.4162 
43,2,2.5704 
43,3,2.2943 
44,0,-0.3161 
44,1,0.3579 
44,2,1.4151 
44,3,2.4589 
45,0,-0.6813 
45,1,-0.8958 
45,2,1.7046 
45,3,0.6888 
46,0,0.7792 
46,1,0.846 
46,2,2.9326 
46,3,-0.4475 
47,0,-0.2966 
47,1,0.6943 
47,2,1.5671 
47,3,1.1456 
48,0,-1.0508 
48,1,-0.7038 
48,2,0.6849 
48,3,1.7298 
49,0,0.6688 
49,1,-0.2512 
49,2,2.6885 
49,3,1.1112 
50,0,0.9316 
50,1,-0.2123 
50,2,1.6643 
50,3,1.9276 
51,0,0.1964 
51,1,-0.0985 
51,2,1.5539 
51,3,3.8837 
52,0,0.0087 
52,1,0.954 
52,2,0.8872 
52,3,2.6799 
53,0,-1.9188 
53,1,-0.2036 
53,2,3.942 
53,3,3.6687 
54,0,0.1727 
54,1,0.4511 
54,2,2.3738 
54,3,1.8208 
55,0,0.38 
55,1,-0.2215 
55,2,1.229 
55,3,2.973 
56,0,0.9044 
56,1,0.4132 
56,2,0.5793 
56,3,3.4041 
57,0,-1.1777 
57,1,1.0772 
57,2,0.7144 
57,3,2.8114 
58,0,-0.8725 
58,1,0.8297 
58,2,2.4428 
58,3,1.3914 
59,0,-0.7108 
59,1,0.723 
59,2,2.3412 
59,3,3.4869 
60,0,-0.5598 
60,1,-1.0597 
60,2,3.4799 
60,3,0.7125 
61,0,-0.1168 
61,1,0.5632 
61,2,3.2825 
61,3,0.9188 
62,0,-1.1502 
62,1,-1.253 
62,2,2.4383 
62,3,2.7212 
63,0,0.5787 
63,1,-0.7205 
63,2,1.9904 
63,3,2.2447 
64,0,2.8136 
64,1,1.0529 
64,2,3.4196 
64,3,2.0119 
65,0,-0.6112 
65,1,-1.3317 
65,2,2.2128 
65,3,3.0445 
66,0,-1.4446 
66,1,-0.3358 
66,2,2.3884 
66,3,3.0341 
67,0,1.3136 
67,1,-0.1695 
67,2,1.73 
67,3,0.9266 
