0,0,1.4563 
0,1,-0.1124 
0,2,2.2796 
0,3,3.827 
0,4,0.6898 
0,5,-1.7376 
1,0,1.0521 
1,1,-0.2247 
1,2,2.4001 
1,3,2.9406 
1,4,2.3355 
1,5,3.9128 
2,0,-0.4088 
2,1,0.5276 
2,2,3.2566 
2,3,2.6443 
2,4,1.1687 
2,5,2.7853 
3,0,-1.7486 
3,1,-1.2497 
3,2,3.276 
3,3,2.224 
3,4,1.3239 
3,5,3.1185 
4,0,0.2121 
4,1,0.068 
4,2,1.6645 
4,3,0.5427 
4,4,2.478 
4,5,3.3965 
5,0,0.0943 
5,1,-0.2809 
5,2,2.9532 
5,3,2.6905 
5,4,2.4353 
5,5,0.6889 
6,0,-0.9641 
6,1,0.8001 
6,2,0.1456 
6,3,3.1511 
6,4,-0.3804 
6,5,2.5408 
7,0,-1.0107 
7,1,0.7304 
7,2,0.3774 
7,3,0.9664 
7,4,0.8108 
7,5,1.8118 
8,0,1.0989 
8,1,-2.1713 
8,2,2.0113 
8,3,2.2276 
8,4,2.6674 
8,5,1.4756 
9,0,0.8895 
9,1,1.913 
9,2,1.1782 
9,3,2.2727 
9,4,2.7089 
9,5,4.2576 
10,0,-0.4664 
10,1,-0.4824 
10,2,1.7067 
10,3,3.2999 
10,4,2.4418 
10,5,0.8909 
11,0,-0.4974 
11,1,0.9272 
11,2,1.8592 
11,3,3.1904 
11,4,1.6883 
11,5,2.4853 
12,0,1.3426 
12,1,-0.5149 
12,2,1.2927 
12,3,0.4303 
12,4,1.0776 
12,5,2.1125 
13,0,-1.0398 
13,1,-2.5956 
13,2,2.7968 
13,3,0.5336 
13,4,1.4327 
13,5,1.6863 
14,0,-1.5962 
14,1,-1.2456 
14,2,0.9857 
14,3,2.3239 
14,4,2.4477 
14,5,2.0696 
15,0,0.7225 
15,1,-1.5928 
15,2,2.8535 
15,3,-1.0583 
15,4,1.9143 
15,5,2.295 
16,0,0.1131 
16,1,1.0251 
16,2,0.54 
16,3,0.8543 
16,4,0.4798 
16,5,1.0989 
17,0,0.8434 
17,1,-0.1817 
17,2,2.8049 
17,3,3.6742 
17,4,1.7274 
17,5,1.1133 
18,0,0.0586 
18,1,0.2623 
18,2,2.8287 
18,3,2.7196 
18,4,1.0523 
18,5,1.5971 
19,0,-0.3925 
19,1,0.7133 
19,2,1.4612 
19,3,2.0957 
19,4,0.3289 
19,5,3.2496 
20,0,0.9493 
20,1,0.658 
20,2,0.9644 
20,3,2.0448 
20,4,2.9604 
20,5,2.9069 
21,0,-0.3802 
21,1,-1.0581 
21,2,1.6129 
21,3,2.3304 
21,4,1.4413 
21,5,2.3513 
22,0,-1.2441 
22,1,1.818 
22,2,1.4466 
22,3,0.4393 
22,4,3.0001 
22,5,1.956 
23,0,0.1939 
23,1,1.1895 
23,2,3.7127 
23,3,1.6556 
23,4,1.3047 
23,5,3.0579 
24,0,0.3866 
24,1,0.0724 
24,2,1.9824 
24,3,1.667 
24,4,1.9665 
24,5,2.0388 
25,0,-0.7485 
25,1,0.8507 
25,2,2.5638 
25,3,1.758 
25,4,3.4392 
25,5,1.6517 
26,0,0.7031 
26,1,-1.1847 
26,2,0.9019 
26,3,-0.1712 
26,4,2.4301 
26,5,3.698 
27,0,-0.0379 
27,1,-0.2413 
27,2,1.4113 
27,3,-0.3415 
27,4,-0.1816 
27,5,2.9831 
28,0,1.2765 
28,1,-0.576 
28,2,2.2184 
