0,0,0.9776 
0,1,-0.9033 
0,2,1.5142 
0,3,3.855 
0,4,3.3447 
0,5,2.8665 
0,6,1.8349 
0,7,2.8387 
0,8,1.4595 
1,0,0.1162 
1,1,0.1738 
1,2,2.3423 
1,3,2.6883 
1,4,3.4588 
1,5,3.246 
1,6,-0.4676 
1,7,2.0366 
1,8,1.6385 
2,0,0.3742 
2,1,1.7846 
2,2,3.5271 
2,3,0.5982 
2,4,1.9546 
2,5,3.6031 
2,6,2.3174 
2,7,2.8619 
2,8,1.9475 
3,0,2.6938 
3,1,-0.1077 
3,2,3.3656 
3,3,2.8895 
3,4,1.7079 
3,5,2.3469 
3,6,2.0312 
3,7,1.7708 
3,8,1.5858 
4,0,-0.8899 
4,1,1.8932 
4,2,3.6473 
4,3,1.8388 
4,4,1.9329 
4,5,1.2933 
4,6,3.2533 
4,7,1.6571 
4,8,3.5345 
5,0,0.3154 
5,1,2.2248 
5,2,2.5531 
5,3,3.1546 
5,4,2.12 
5,5,1.9993 
5,6,4.1974 
5,7,1.0771 
5,8,1.7407 
6,0,-0.4959 
6,1,-1.351 
6,2,3.4338 
6,3,3.7156 
6,4,0.9864 
6,5,1.1513 
6,6,2.3022 
6,7,2.6156 
6,8,3.0658 
7,0,0.5109 
7,1,-1.6929 
7,2,1.5828 
7,3,1.317 
7,4,1.7248 
7,5,3.1213 
7,6,2.9095 
7,7,2.2008 
7,8,-0.5507 
8,0,-0.5292 
8,1,-1.9025 
8,2,2.6976 
8,3,2.1555 
8,4,2.1267 
8,5,0.6652 
8,6,3.3239 
8,7,1.5592 
8,8,2.5173 
9,0,0.6925 
9,1,0.3758 
9,2,2.4661 
9,3,1.5175 
9,4,2.0426 
9,5,2.6945 
9,6,3.3565 
9,7,1.4085 
9,8,1.8983 
10,0,-1.6731 
10,1,-0.288 
10,2,2.8698 
10,3,2.0048 
10,4,3.3086 
10,5,1.3099 
10,6,2.4684 
10,7,1.4298 
10,8,3.3361 
11,0,-0.8788 
11,1,1.3283 
11,2,2.0853 
11,3,2.3313 
11,4,1.7639 
11,5,2.8091 
11,6,2.468 
11,7,-0.0016 
11,8,3.5758 
12,0,0.2351 
12,1,-0.7084 
12,2,2.0684 
12,3,1.8237 
12,4,1.0357 
12,5,2.3053 
12,6,4.0137 
12,7,0.7428 
12,8,3.51 
13,0,-1.5858 
13,1,1.3919 
13,2,-0.2628 
13,3,0.9416 
13,4,1.3185 
13,5,1.2624 
13,6,1.9546 
13,7,2.4698 
13,8,3.1854 
14,0,0.7069 
14,1,-0.7368 
14,2,3.1754 
14,3,1.3572 
14,4,1.292 
14,5,1.7262 
14,6,1.7475 
14,7,2.6609 
14,8,2.2368 
15,0,0.8828 
15,1,-0.3133 
15,2,0.7677 
15,3,2.0195 
15,4,3.717 
15,5,2.2942 
15,6,0.6922 
15,7,2.2532 
15,8,1.9193 
16,0,1.1314 
16,1,-0.3203 
16,2,0.7392 
16,3,0.6469 
16,4,2.7603 
16,5,2.0439 
16,6,0.511 
16,7,0.0197 
16,8,1.1092 
17,0,-0.2016 
17,1,-1.0184 
17,2,1.6578 
17,3,2.0015 
17,4,2.968 
17,5,3.0472 
17,6,2.2706 
17,7,2.2817 
17,8,1.1508 
18,0,2.1415 
18,1,0.732 
18,2,3.2614 
18,3,1.045 
18,4,-0.5471 
18,5,3.1112 
18,6,3.6051 
18,7,1.199 
18,8,1.3964 
19,0,-0.4448 
19,1,0.9198 
19,2,2.4011 
19,3,1.0218 
19,4,1.2925 
19,5,2.1027 
19,6,3.3833 
19,7,3.7261 
19,8,2.2422 
20,0,0.5688 
20,1,2.5703 
20,2,0.37 
20,3,3.3584 
20,4,0.8049 
20,5,2.9885 
20,6,0.5084 
20,7,4.1558 
20,8,2.115 
21,0,-0.6818 
21,1,-0.895 
21,2,1.2005 
21,3,2.8442 
21,4,1.7956 
21,5,1.4826 
21,6,2.7698 
21,7,1.6813 
21,8,1.4441 
22,0,0.3703 
22,1,-0.2774 
22,2,1.0616 
22,3,1.908 
22,4,2.031 
22,5,0.9501 
22,6,1.0575 
22,7,1.6763 
22,8,2.2619 
23,0,-0.6601 
23,1,0.6514 
23,2,2.4984 
23,3,1.8945 
23,4,1.4059 
23,5,2.8595 
23,6,2.5276 
23,7,2.8265 
23,8,2.1761 
24,0,-1.0536 
24,1,1.0928 
24,2,3.8342 
24,3,2.2015 
24,4,2.2703 
24,5,3.6626 
24,6,1.9119 
24,7,1.9105 
24,8,1.1592 
25,0,0.0409 
25,1,1.0361 
25,2,1.856 
25,3,2.7867 
25,4,1.869 
25,5,0.4083 
25,6,1.5533 
25,7,2.3593 
25,8,2.5193 
26,0,1.6794 
26,1,1.2229 
26,2,1.7046 
26,3,2.683 
26,4,2.3904 
26,5,1.217 
26,6,1.7862 
26,7,3.2209 
26,8,2.3084 
27,0,-0.5588 
27,1,-0.4766 
27,2,1.851 
27,3,3.86 
27,4,2.0212 
27,5,2.1347 
27,6,2.1583 
27,7,2.605 
27,8,2.6243 
28,0,0.9394 
28,1,-0.0827 
28,2,1.1416 
28,3,1.3743 
28,4,0.329 
28,5,3.159 
28,6,0.4029 
28,7,2.1229 
28,8,1.3351 
29,0,2.5801 
29,1,-0.0692 
29,2,1.9811 
29,3,2.6663 
29,4,2.9113 
